territory_id;R;G;B;territory_type;x;y
ter-002047;84;124;61;land;3211.41;998.89
ter-002048;234;199;76;land;2253.02;1272.06
ter-002049;24;90;26;land;4413.67;919.66
ter-002050;91;216;178;land;1805.44;1745.59
ter-002051;133;145;188;land;4472.76;892.92
ter-002052;55;96;41;land;3334.98;1435.31
ter-002053;8;195;9;land;384.39;71.66
ter-002054;174;128;103;land;3078.19;1382.57
ter-002055;32;191;123;land;811.0;380.75
ter-002056;132;216;249;land;905.44;391.49
ter-002057;168;244;172;land;3784.31;307.74
ter-002058;144;151;111;land;1912.52;1975.74
ter-002059;103;71;25;land;874.25;82.82
ter-002060;41;251;187;land;4140.11;567.89
ter-002061;58;39;120;land;1084.56;792.76
ter-002062;231;226;163;land;4174.81;588.77
ter-002063;27;81;245;land;1730.8;359.47
ter-002064;110;166;13;land;3217.84;263.15
ter-002065;41;192;159;land;4930.16;285.66
ter-002066;234;2;240;land;4012.08;643.52
ter-002067;137;213;119;land;4164.12;137.53
ter-002068;175;203;30;land;557.1;175.48
ter-002069;92;80;175;land;4165.94;762.54
ter-002070;145;64;17;land;3493.51;712.26
ter-002071;84;233;123;land;3555.57;1507.58
ter-002072;172;73;12;land;4978.17;328.69
ter-002073;84;251;138;land;772.75;200.55
ter-002074;62;43;227;land;2159.91;51.56
ter-002075;144;162;247;land;1283.31;213.68
ter-002076;186;34;77;land;438.91;265.05
ter-002077;236;250;177;land;3067.57;970.82
ter-002078;173;127;47;land;2583.16;967.53
ter-002079;3;134;143;land;1090.08;122.06
ter-002080;248;27;11;land;4027.8;471.33
ter-002081;156;89;134;land;3001.69;387.82
ter-002082;2;117;11;land;2765.45;362.44
ter-002083;99;248;165;land;4679.74;347.46
ter-002084;151;221;241;land;3897.06;246.9
ter-002085;157;154;32;land;5114.61;1644.38
ter-002086;96;21;243;land;1936.72;1585.27
ter-002087;178;106;200;land;3575.2;412.36
ter-002088;46;75;203;land;3141.4;1213.07
ter-002089;237;26;36;land;3847.75;147.86
ter-002090;129;127;203;land;292.97;81.8
ter-002091;5;44;215;land;3990.04;935.59
ter-002092;238;188;109;land;1652.88;1941.58
ter-002093;66;247;225;land;1862.72;1665.31
ter-002094;203;11;132;land;3937.0;1254.0
ter-002095;50;229;47;land;1603.71;1265.89
ter-002096;252;39;255;land;4059.56;315.2
ter-002097;40;26;186;land;38.0;730.0
ter-002098;66;111;27;land;4898.95;627.7
ter-002099;122;147;170;land;5624.98;1288.89
ter-002100;254;76;209;land;1559.5;249.5
ter-002101;105;27;237;land;2802.0;227.8
ter-002102;4;37;129;land;3294.76;773.56
ter-002103;122;243;150;land;1794.32;1461.76
ter-002104;180;168;170;land;4967.17;79.7
ter-002105;144;238;127;land;4339.36;1131.16
ter-002106;69;118;120;land;1659.22;549.39
ter-002107;155;90;55;land;1968.03;1700.67
ter-002108;246;117;53;land;4923.37;79.1
ter-002109;91;58;47;land;4394.0;1145.78
ter-002110;192;117;38;land;4297.72;436.35
ter-002111;227;171;118;land;2781.89;1028.98
ter-002112;111;21;164;land;3152.76;940.02
ter-002113;228;104;115;land;2693.31;1067.23
ter-002114;70;203;198;land;4948.38;1614.43
ter-002115;112;116;201;land;3808.89;305.7
ter-002116;28;208;3;land;3996.04;86.86
ter-002117;42;86;136;land;1142.89;608.15
ter-002118;45;81;106;land;1300.94;772.62
ter-002119;225;29;169;land;1371.37;163.77
ter-002120;239;13;131;land;2161.85;141.92
ter-002121;63;122;137;land;1790.18;886.36
ter-002122;35;168;142;land;5547.07;173.54
ter-002123;233;59;73;land;2174.84;1476.2
ter-002124;76;103;160;land;3338.34;239.5
ter-002125;194;100;197;land;4283.27;420.43
ter-002126;219;101;177;land;4860.0;769.5
ter-002127;134;252;171;land;3267.02;809.03
ter-002128;176;193;31;land;986.65;504.62
ter-002129;146;212;200;land;4089.35;612.11
ter-002130;5;238;181;land;2915.7;661.02
ter-002131;105;11;137;land;5068.62;1412.04
ter-002132;231;206;2;land;4462.58;1126.08
ter-002133;197;64;177;land;3210.29;934.03
ter-002134;89;178;145;land;1220.86;756.52
ter-002135;204;117;147;land;5.44;41.37
ter-002136;250;128;246;land;4151.63;374.02
ter-002137;115;95;98;land;4978.02;1273.27
ter-002138;195;94;93;land;1732.91;1567.91
ter-002139;94;211;41;land;3348.61;1487.81
ter-002140;148;89;46;land;4925.14;1617.7
ter-002141;238;34;117;land;3230.61;1341.14
ter-002142;173;12;128;land;1841.79;1753.8
ter-002143;175;154;24;land;4041.45;972.6
ter-002144;156;46;238;land;2687.96;894.51
ter-002145;89;210;228;land;5104.6;1619.5
ter-002146;218;29;202;land;3237.32;772.65
ter-002147;102;76;168;land;4126.0;238.19
ter-002148;104;89;72;land;670.42;148.07
ter-002149;63;25;17;land;3240.26;1031.18
ter-002150;43;223;148;land;4042.86;784.16
ter-002151;159;176;156;land;5033.06;175.73
ter-002152;135;255;109;land;1277.45;476.0
ter-002153;11;171;45;land;4935.84;1475.42
ter-002154;48;127;156;land;4074.04;34.36
ter-002155;204;48;47;land;1698.2;1288.31
ter-002156;89;193;15;land;4403.96;760.68
ter-002157;228;148;85;land;352.33;1483.67
ter-002158;70;220;89;land;2933.08;979.25
ter-002159;69;73;169;land;4947.46;1730.24
ter-002160;107;142;224;land;4611.05;32.85
ter-002161;177;247;65;land;80.0;1416.0
ter-002162;249;97;41;land;2803.31;697.51
ter-002163;70;204;169;land;2419.12;583.38
ter-002164;191;88;54;land;3007.87;948.5
ter-002165;118;208;240;land;2281.82;74.1
ter-002166;8;78;200;land;942.31;601.64
ter-002167;182;217;136;land;3311.97;536.62
ter-002168;74;131;250;land;2894.06;233.06
ter-002169;4;210;155;land;1705.88;1702.37
ter-002170;50;111;250;land;1618.34;1323.94
ter-002171;119;140;118;land;1798.31;1032.43
ter-002172;55;103;154;land;4047.12;562.29
ter-002173;206;177;110;land;2018.82;1437.18
ter-002174;182;238;110;land;4379.61;625.2
ter-002175;94;83;51;land;5534.44;1779.04
ter-002176;24;108;187;land;580.5;1444.0
ter-002177;65;45;8;land;4813.13;1412.39
ter-002178;147;62;44;land;3608.23;109.19
ter-002179;23;12;195;land;2954.73;188.03
ter-002180;216;57;63;land;4792.43;187.68
ter-002181;52;97;186;land;1240.68;469.06
ter-002182;126;192;161;land;1251.74;854.14
ter-002183;118;39;222;land;5039.75;1374.75
ter-002184;228;84;229;land;143.2;183.46
ter-002185;232;200;169;land;2454.67;935.83
ter-002186;158;94;165;land;3654.72;445.92
ter-002187;232;34;90;land;4247.77;747.51
ter-002188;36;35;155;land;156.44;144.21
ter-002189;8;104;136;land;3709.17;70.96
ter-002190;41;146;68;land;2041.77;10.48
ter-002191;89;68;207;land;2919.55;206.85
ter-002192;9;60;167;land;4340.56;930.54
ter-002193;120;163;221;land;1564.6;750.12
ter-002194;21;120;249;land;5078.33;1411.88
ter-002195;28;160;163;land;3755.88;88.15
ter-002196;31;235;199;land;3100.8;441.97
ter-002197;121;149;46;land;266.09;188.85
ter-002198;26;251;81;land;3765.44;172.34
ter-002199;202;197;49;land;948.97;370.99
ter-002200;6;177;241;land;5625.26;2071.35
ter-002201;218;187;179;land;4604.28;1231.88
ter-002202;126;181;37;land;3342.73;918.63
ter-002203;48;78;7;land;1997.97;1094.63
ter-002204;148;204;24;land;567.42;208.03
ter-002205;233;116;196;land;4933.35;418.56
ter-002206;213;160;166;land;3202.49;1121.99
ter-002207;182;167;66;land;1126.59;295.6
ter-002208;36;210;86;land;2739.43;510.23
ter-002209;166;81;250;land;3167.23;359.97
ter-002210;204;196;44;land;3662.57;654.91
ter-002211;0;198;183;land;1947.11;1459.97
ter-002212;21;207;99;land;3147.14;547.21
ter-002213;236;218;102;land;129.0;1306.0
ter-002214;88;74;230;land;3221.09;1230.41
ter-002215;86;194;239;land;1276.69;867.48
ter-002216;246;116;149;land;4466.13;572.84
ter-002217;77;113;103;land;1729.2;323.84
ter-002218;198;62;69;land;3854.3;379.99
ter-002219;178;178;94;land;1964.02;1344.74
ter-002220;147;206;232;land;2996.94;859.11
ter-002221;209;146;203;land;5124.76;1801.05
ter-002222;219;81;84;land;4407.63;583.91
ter-002223;184;56;160;land;1925.34;1441.53
ter-002224;35;177;0;land;4317.93;681.92
ter-002225;146;63;192;land;1420.17;640.4
ter-002226;198;130;27;land;3159.43;579.61
ter-002227;164;193;235;land;1964.95;1589.07
ter-002228;102;181;189;land;4995.52;65.79
ter-002229;156;5;139;land;4105.51;718.43
ter-002230;75;243;25;land;1859.64;932.04
ter-002231;126;228;120;land;3929.71;697.71
ter-002232;195;7;176;land;2959.1;1178.6
ter-002233;116;78;80;land;4849.88;379.86
ter-002234;76;92;92;land;4766.07;1652.67
ter-002235;94;111;191;land;3087.83;699.08
ter-002236;159;100;47;land;1710.66;292.61
ter-002237;159;201;140;land;4445.62;177.56
ter-002238;148;104;118;land;2929.06;1092.11
ter-002239;213;175;245;land;4929.37;470.79
ter-002240;120;202;5;land;1542.83;92.56
ter-002241;190;251;253;land;4634.82;153.53
ter-002242;210;213;223;land;3670.5;620.7
ter-002243;175;100;166;land;5575.75;168.3
ter-002244;93;139;231;land;5344.58;115.63
ter-002245;120;164;238;land;4587.12;1523.59
ter-002246;29;92;247;land;4966.0;1025.5
ter-002247;208;14;31;land;1328.56;218.15
ter-002248;143;248;67;land;3882.65;691.58
ter-002249;142;155;132;land;4423.46;140.17
ter-002250;149;99;109;land;592.82;186.15
ter-002251;171;216;224;land;1581.08;457.3
ter-002252;134;54;119;land;2869.2;604.61
ter-002253;205;33;233;land;941.38;487.39
ter-002254;244;64;171;land;1464.84;311.83
ter-002255;138;14;97;land;5625.69;1837.09
ter-002256;105;173;27;land;3361.11;691.3
ter-002257;201;156;78;land;932.37;285.96
ter-002258;190;33;97;land;5608.5;116.83
ter-002259;168;154;64;land;3781.53;749.33
ter-002260;100;15;221;land;3085.99;1627.19
ter-002261;187;168;166;land;3407.18;731.64
ter-002262;215;191;105;land;2898.47;1027.87
ter-002263;236;108;240;land;2024.46;1230.49
ter-002264;80;198;146;land;2665.0;359.27
ter-002265;248;103;178;land;3954.34;697.61
ter-002266;105;210;126;land;3382.81;667.94
ter-002267;75;162;21;land;4634.06;1096.33
ter-002268;142;185;187;land;2740.45;1009.59
ter-002269;97;54;49;land;4690.0;1219.31
ter-002270;215;9;156;land;1088.28;629.95
ter-002271;167;168;141;land;723.98;235.05
ter-002272;172;185;65;land;1750.18;1889.14
ter-002273;48;113;15;land;779.0;1545.0
ter-002274;189;187;200;land;286.0;1072.0
ter-002275;210;232;151;land;1027.27;605.22
ter-002276;233;102;139;land;1519.4;1015.01
ter-002277;36;248;5;land;1919.5;1158.51
ter-002278;200;190;141;land;2749.38;299.03
ter-002279;209;154;164;land;3070.91;1117.46
ter-002280;177;90;206;land;109.0;1419.0
ter-002281;79;62;181;land;1492.88;946.92
ter-002282;220;102;113;land;4682.34;674.51
ter-002283;211;190;115;land;8.34;994.48
ter-002284;218;225;69;land;4664.32;288.05
ter-002285;11;61;134;land;394.61;862.51
ter-002286;28;33;201;land;4863.6;1286.88
ter-002287;167;3;144;land;4618.19;1661.07
ter-002288;207;97;222;land;3629.13;329.88
ter-002289;5;145;185;land;2887.05;677.06
ter-002290;55;19;186;land;1042.43;745.15
ter-002291;199;33;158;land;2461.12;922.12
ter-002292;154;78;232;land;2589.05;151.89
ter-002293;83;52;63;land;5057.94;1795.33
ter-002294;10;209;200;land;1199.42;490.03
ter-002295;134;124;248;land;5583.07;151.18
ter-002296;56;107;25;land;4630.38;542.47
ter-002297;75;151;76;land;4966.11;270.27
ter-002298;191;143;17;land;1579.37;510.54
ter-002299;206;32;185;land;4421.43;940.22
ter-002300;115;241;252;land;4064.03;811.26
ter-002301;91;188;39;land;1201.5;879.4
ter-002302;30;206;71;land;3782.52;214.49
ter-002303;69;116;126;land;2093.32;108.19
ter-002304;1;239;150;land;1212.08;694.03
ter-002305;44;41;211;land;4050.38;10.08
ter-002306;171;242;79;land;2943.91;811.99
ter-002307;199;82;91;land;1611.93;461.63
ter-002308;89;216;216;land;4927.09;241.39
ter-002309;125;199;65;land;1315.88;101.49
ter-002310;229;202;79;land;1989.28;438.7
ter-002311;110;47;94;land;1353.02;305.46
ter-002312;24;122;236;land;3287.26;432.93
ter-002313;19;85;145;land;1243.72;782.68
ter-002314;138;73;38;land;1608.0;766.0
ter-002315;206;7;228;land;4436.59;523.54
ter-002316;209;226;134;land;1947.17;1647.19
ter-002317;138;219;69;land;2938.32;1038.46
ter-002318;132;173;185;land;3039.61;477.44
ter-002319;28;242;198;land;2816.56;774.7
ter-002320;132;2;249;land;2592.79;867.51
ter-002321;150;83;182;land;4270.13;318.78
ter-002322;190;123;87;land;3871.24;413.65
ter-002323;81;15;234;land;1106.77;384.56
ter-002324;18;229;105;land;5604.15;369.85
ter-002325;116;227;37;land;4574.79;344.83
ter-002326;217;226;193;land;4937.35;298.54
ter-002327;239;180;39;land;3508.71;1020.14
ter-002328;253;243;21;land;1804.82;442.8
ter-002329;62;134;26;land;4689.05;587.75
ter-002330;165;151;4;land;5562.0;1270.5
ter-002331;184;225;130;land;4421.1;452.65
ter-002332;234;57;40;land;1834.03;1479.85
ter-002333;93;135;247;land;5050.78;1722.84
ter-002334;171;205;186;land;3558.24;382.75
ter-002335;13;196;98;land;3413.43;251.87
ter-002336;212;80;3;land;3520.61;289.59
ter-002337;59;177;53;land;4155.39;444.52
ter-002338;64;41;156;land;3906.04;471.35
ter-002339;69;150;191;land;4197.95;173.42
ter-002340;75;9;167;land;3076.77;876.06
ter-002341;95;157;63;land;4305.74;748.65
ter-002342;31;201;104;land;2747.97;894.58
ter-002343;34;123;135;land;1164.4;446.6
ter-002344;163;201;76;land;3837.69;599.85
ter-002345;28;129;121;land;4657.9;209.19
ter-002346;151;66;187;land;3585.12;597.93
ter-002347;38;64;198;land;4324.63;1093.87
ter-002348;202;68;192;land;4573.5;494.3
ter-002349;185;51;14;land;4008.35;959.85
ter-002350;168;219;50;land;12.36;57.65
ter-002351;9;112;64;land;1681.65;166.7
ter-002352;231;166;77;land;4867.79;1436.27
ter-002353;181;203;6;land;4104.95;174.51
ter-002354;77;46;177;land;468.1;186.9
ter-002355;72;133;115;land;3542.11;1010.02
ter-002356;225;42;0;land;3654.83;807.96
ter-002357;237;49;83;land;3918.52;311.69
ter-002358;198;223;197;land;2812.99;947.26
ter-002359;232;6;82;land;1651.05;1007.74
ter-002360;18;178;76;land;1033.22;658.68
ter-002361;245;203;174;land;1857.12;1009.5
ter-002362;78;107;21;land;1289.01;629.23
ter-002363;77;47;160;land;1748.91;1694.45
ter-002364;179;243;97;land;2926.0;704.22
ter-002365;130;169;34;land;3928.29;216.73
ter-002366;61;4;88;land;1740.48;1010.39
ter-002367;211;56;147;land;4488.28;371.25
ter-002368;108;214;48;land;3328.04;433.53
ter-002369;221;55;240;land;4612.53;1700.7
ter-002370;100;121;112;land;1677.55;154.69
ter-002371;245;104;163;land;5626.15;565.82
ter-002372;56;228;233;land;1243.58;593.47
ter-002373;189;136;218;land;5006.09;1575.21
ter-002374;225;82;238;land;6.51;1144.17
ter-002375;169;53;44;land;3379.6;597.93
ter-002376;168;199;204;land;1423.4;135.75
ter-002377;3;59;225;land;760.51;345.97
ter-002378;67;34;150;land;4075.54;755.76
ter-002379;98;136;17;land;1182.15;543.2
ter-002380;117;41;106;land;2987.27;170.28
ter-002381;250;158;35;land;1246.02;692.15
ter-002382;203;89;68;land;2892.75;982.79
ter-002383;173;107;115;land;3030.71;685.57
ter-002384;232;216;178;land;4837.36;677.79
ter-002385;213;88;238;land;3375.88;1018.37
ter-002386;45;85;184;land;2570.4;922.7
ter-002387;188;136;148;land;1383.4;372.25
ter-002388;222;173;227;land;1767.11;1929.13
ter-002389;222;151;77;land;4658.68;630.96
ter-002390;94;111;150;land;3179.03;976.11
ter-002391;133;208;36;land;3454.07;319.29
ter-002392;109;250;231;land;3112.39;1250.76
ter-002393;3;19;119;land;3896.22;366.68
ter-002394;79;139;146;land;1577.14;1239.18
ter-002395;206;102;69;land;5058.85;1509.09
ter-002396;11;178;255;land;3883.34;113.65
ter-002397;79;96;104;land;250.53;108.59
ter-002398;1;174;185;land;4377.55;842.81
ter-002399;166;221;46;land;4747.29;342.08
ter-002400;182;208;136;land;2026.48;1375.54
ter-002401;168;157;20;land;3799.76;203.16
ter-002402;183;133;113;land;5433.53;114.41
ter-002403;57;106;213;land;3612.94;990.59
ter-002404;155;165;186;land;5237.92;219.09
ter-002405;174;53;244;land;5449.54;1463.54
ter-002406;84;152;158;land;5045.78;1603.11
ter-002407;115;208;49;land;2777.53;341.02
ter-002408;190;73;219;land;3175.32;371.2
ter-002409;53;26;42;land;3957.86;822.36
ter-002410;190;54;228;land;4612.2;102.02
ter-002411;202;183;165;land;776.81;144.48
ter-002412;233;20;96;land;2902.85;905.62
ter-002413;145;22;106;land;1519.65;114.28
ter-002414;50;231;181;land;2977.5;357.12
ter-002415;13;79;183;land;549.25;1413.25
ter-002416;166;66;47;land;1937.41;383.47
ter-002417;53;111;55;land;1162.38;807.36
ter-002418;6;109;60;land;1322.91;481.16
ter-002419;191;19;55;land;4404.03;906.76
ter-002420;19;138;234;land;4491.39;590.15
ter-002421;220;2;238;land;4466.59;445.88
ter-002422;181;18;228;land;4893.4;1648.96
ter-002423;220;17;110;land;2103.24;4.59
ter-002424;70;144;170;land;3649.03;101.82
ter-002425;239;255;63;land;3390.86;723.61
ter-002426;48;220;18;land;2481.99;26.32
ter-002427;16;53;39;land;3933.5;1257.0
ter-002428;141;241;230;land;504.72;98.89
ter-002429;244;255;159;land;3853.34;282.31
ter-002430;132;90;75;land;1552.0;325.5
ter-002431;109;159;104;land;4123.22;568.77
ter-002432;5;243;216;land;4335.14;1155.74
ter-002433;219;205;133;land;2112.17;1308.33
ter-002434;85;70;164;land;2187.45;1469.58
ter-002435;46;168;212;land;2736.72;978.61
ter-002436;210;102;238;land;3666.48;332.11
ter-002437;92;5;144;land;5039.54;3.59
ter-002438;189;48;32;land;1164.6;277.57
ter-002439;210;156;160;land;4823.52;1630.19
ter-002440;176;150;142;land;4042.02;894.04
ter-002441;108;217;247;land;862.84;162.92
ter-002442;99;234;170;land;1040.42;423.73
ter-002443;65;209;84;land;3797.61;604.78
ter-002444;110;56;22;land;1887.35;1573.73
ter-002445;74;28;237;land;4019.43;433.07
ter-002446;7;38;212;land;3442.75;758.62
ter-002447;4;124;23;land;4916.57;1236.99
ter-002448;148;74;207;land;934.61;545.34
ter-002449;150;165;0;land;4725.16;1448.92
ter-002450;103;141;70;land;1800.75;1516.82
ter-002451;176;16;166;land;5317.39;285.06
ter-002452;32;79;255;land;3631.28;137.44
ter-002453;204;210;225;land;3343.29;621.29
ter-002454;126;253;194;land;976.95;68.95
ter-002455;98;69;57;land;3036.82;1045.38
ter-002456;149;39;251;land;3800.27;133.27
ter-002457;117;60;47;land;3682.5;1231.5
ter-002458;7;214;222;land;4162.55;535.05
ter-002459;159;205;39;land;5060.39;91.93
ter-002460;136;123;15;land;786.42;281.76
ter-002461;110;181;28;land;3009.31;1087.01
ter-002462;218;13;41;land;2536.74;147.45
ter-002463;89;50;167;land;3047.25;450.77
ter-002464;113;142;86;land;2906.15;366.63
ter-002465;75;193;246;land;3150.61;82.32
ter-002466;17;125;203;land;3270.42;848.42
ter-002467;162;194;249;land;1925.91;1622.88
ter-002468;82;106;133;land;2995.97;333.53
ter-002469;187;20;122;land;3702.25;249.34
ter-002470;114;217;67;land;4499.33;923.32
ter-002471;152;234;10;land;5053.34;1402.8
ter-002472;142;86;24;land;139.0;1315.0
ter-002473;118;133;187;land;3855.24;176.42
ter-002474;45;8;44;land;4040.01;636.36
ter-002475;214;217;28;land;1893.7;1483.65
ter-002476;49;136;110;land;3171.64;751.84
ter-002477;43;163;125;land;5031.08;1568.98
ter-002478;220;189;180;land;3331.85;358.57
ter-002479;148;175;42;land;487.92;1447.65
ter-002480;115;194;198;land;3465.45;301.87
ter-002481;184;250;85;land;3641.85;309.97
ter-002482;175;228;212;land;5160.24;1699.41
ter-002483;129;222;215;land;1619.15;1069.01
ter-002484;249;121;46;land;3141.7;1371.49
ter-002485;87;65;93;land;4681.81;1495.29
ter-002486;194;99;122;land;3047.91;160.73
ter-002487;173;176;113;land;4910.5;1698.0
ter-002488;69;225;169;land;4524.82;874.73
ter-002489;24;86;120;land;5033.28;370.01
ter-002490;148;127;39;land;1748.11;381.33
ter-002491;34;42;133;land;4741.14;1611.9
ter-002492;244;12;97;land;1219.15;413.26
ter-002493;197;231;240;land;1904.94;1238.56
ter-002494;129;0;243;land;44.16;119.03
ter-002495;173;173;178;land;1604.3;525.29
ter-002496;172;68;91;land;4815.57;1151.92
ter-002497;157;152;217;land;1389.8;329.4
ter-002498;145;237;166;land;3675.17;350.02
ter-002499;97;15;89;land;4949.22;1248.3
ter-002500;147;181;12;land;2726.0;1420.83
ter-002501;218;119;172;land;4237.96;94.67
ter-002502;177;194;191;land;1659.43;330.38
ter-002503;100;55;13;land;1713.85;1260.75
ter-002504;96;39;98;land;2763.0;253.0
ter-002505;12;10;254;land;2173.82;1227.92
ter-002506;235;194;169;land;2042.0;206.5
ter-002507;145;54;31;land;1609.52;313.41
ter-002508;65;113;236;land;3205.05;626.45
ter-002509;192;109;70;land;3721.7;553.16
ter-002510;55;24;241;land;2925.68;442.71
ter-002511;3;44;22;land;3622.9;818.78
ter-002512;27;109;218;land;4301.15;690.05
ter-002513;223;4;28;land;4329.97;28.74
ter-002514;231;114;26;land;1957.03;42.86
ter-002515;29;60;15;land;5110.55;1715.82
ter-002516;240;168;79;land;986.58;23.88
ter-002517;235;55;48;land;3266.34;394.89
ter-002518;174;136;86;land;1351.69;177.33
ter-002519;211;234;97;land;4637.92;1713.14
ter-002520;238;94;57;land;4679.22;234.73
ter-002521;160;10;107;land;3626.58;836.14
ter-002522;168;198;125;land;4558.8;82.13
ter-002523;155;250;154;land;1087.25;440.71
ter-002524;254;145;57;land;943.38;301.64
ter-002525;174;127;34;land;2096.43;157.74
ter-002526;52;142;90;land;1723.22;1713.94
ter-002527;117;163;209;land;1962.5;1079.0
ter-002528;158;141;102;land;3227.59;943.17
ter-002529;27;171;182;land;1969.26;1457.16
