province_id;R;G;B;province_type;x;y
prv-001735;189;158;247;land;3348.04;180.62
prv-001736;97;31;123;land;3357.53;174.19
prv-001737;179;177;241;land;3413.82;179.19
prv-001738;253;209;230;land;3439.09;173.79
prv-001739;27;98;216;land;3481.02;175.79
prv-001740;100;104;37;land;3509.37;180.54
prv-001741;87;251;87;land;3533.5;178.55
prv-001742;232;200;137;land;3554.76;175.14
prv-001743;195;105;72;land;3584.24;177.04
prv-001744;33;78;49;land;3619.84;178.08
prv-001745;17;176;169;land;3647.3;175.89
prv-001746;86;238;186;land;3687.56;172.25
prv-001747;178;21;19;land;3721.49;179.44
prv-001748;66;182;175;land;3765.44;172.34
prv-001749;80;207;115;land;3802.72;176.29
prv-001750;92;171;121;land;3830.14;177.21
prv-001751;221;143;1;land;3855.24;176.42
prv-001752;96;181;156;land;3898.17;171.03
prv-001753;201;54;167;land;3934.09;180.5
prv-001754;49;194;153;land;3961.28;178.18
prv-001755;105;54;145;land;3979.46;176.31
prv-001756;182;210;31;land;4024.35;174.98
prv-001757;124;12;169;land;4051.31;174.99
prv-001758;63;11;193;land;4081.82;180.43
prv-001759;138;125;66;land;4104.95;174.51
prv-001760;102;67;193;land;4133.21;178.03
prv-001761;53;15;198;land;4172.37;172.76
prv-001762;21;150;132;land;4197.95;173.42
prv-001763;195;166;37;land;4240.18;176.5
prv-001764;201;88;66;land;4287.86;174.78
prv-001765;0;209;141;land;4309.06;171.34
prv-001766;77;44;161;land;4348.25;180.15
prv-001767;179;133;244;land;4383.87;172.65
prv-001768;218;17;195;land;4413.74;174.17
prv-001769;151;32;246;land;4445.62;177.56
prv-001770;190;132;104;land;4468.9;174.42
prv-001771;111;200;167;land;4517.22;172.19
prv-001772;115;38;130;land;4534.39;180.27
prv-001773;39;110;24;land;4568.54;173.58
prv-001774;159;115;180;land;4610.34;167.81
prv-001775;158;123;86;land;4632.69;178.81
prv-001776;32;15;51;land;4661.61;180.57
prv-001777;136;174;169;land;4707.13;176.33
prv-001778;213;64;107;land;4724.16;180.96
prv-001779;178;240;31;land;4754.87;170.65
prv-001780;133;211;29;land;4799.99;175.4
prv-001781;216;78;231;land;4818.91;180.95
prv-001782;186;128;70;land;4848.99;180.27
prv-001783;146;202;45;land;4902.65;172.49
prv-001784;228;81;21;land;4934.67;181.77
prv-001785;8;97;159;land;4952.43;172.24
prv-001786;211;91;51;land;4984.0;176.14
prv-001787;102;185;224;land;5033.06;175.73
prv-001788;68;180;86;land;5055.28;177.85
prv-001789;232;219;167;land;5099.05;176.51
prv-001790;167;79;180;land;5130.99;171.82
prv-001791;110;32;255;land;5169.81;175.87
prv-001792;184;47;184;land;5199.7;174.17
prv-001793;148;196;254;land;5228.68;177.48
prv-001794;15;177;212;land;5246.5;172.63
prv-001795;178;51;54;land;5291.02;178.0
prv-001796;192;133;5;land;5326.22;175.5
prv-001797;126;200;108;land;5344.36;181.41
prv-001798;158;144;109;land;5386.88;177.45
prv-001799;166;145;124;land;5430.72;171.24
prv-001800;227;135;188;land;5459.08;173.37
prv-001801;216;164;119;land;5476.15;176.0
prv-001802;59;240;204;land;5531.61;170.57
prv-001803;248;105;165;land;5547.07;173.54
prv-001804;229;30;233;land;5594.36;179.57
prv-001805;229;88;233;land;5622.37;171.15
prv-001806;10;56;146;land;5.44;189.52
prv-001807;1;103;81;land;143.2;183.46
prv-001808;200;199;124;land;173.88;187.23
prv-001809;239;249;56;land;260.03;194.58
prv-001810;122;253;99;land;266.09;188.85
prv-001811;227;79;168;land;308.32;189.2
prv-001812;148;214;161;land;338.73;189.29
prv-001813;116;61;77;land;386.69;180.24
prv-001814;205;139;90;land;396.91;184.08
prv-001815;19;39;160;land;420.89;196.33
prv-001816;224;242;13;land;468.1;186.9
prv-001817;168;198;29;land;508.91;187.44
prv-001818;160;206;48;land;544.16;195.12
prv-001819;63;14;251;land;569.63;186.13
prv-001820;163;26;191;land;592.82;186.15
prv-001821;80;220;141;land;631.36;187.16
prv-001822;71;182;76;land;675.75;191.75
prv-001823;116;62;65;land;702.88;185.26
prv-001824;131;51;19;land;723.32;192.03
prv-001825;212;131;80;land;758.74;195.41
prv-001826;160;238;210;land;786.86;191.97
prv-001827;4;4;38;land;837.78;189.32
prv-001828;135;188;211;land;875.15;182.52
prv-001829;216;142;91;land;889.76;189.01
prv-001830;18;185;221;land;923.78;186.95
prv-001831;184;235;49;land;975.25;192.92
prv-001832;220;53;154;land;1004.85;185.4
prv-001833;167;67;95;land;1025.14;186.95
prv-001834;93;189;114;land;1061.67;187.51
prv-001835;59;101;123;land;1101.6;185.18
prv-001836;129;169;199;land;1131.96;189.73
prv-001837;249;245;57;land;1152.48;190.83
prv-001838;40;25;82;land;1190.35;185.35
prv-001839;118;249;156;land;1230.21;192.14
prv-001840;89;122;224;land;1256.24;187.2
prv-001841;136;109;5;land;1299.84;193.57
prv-001842;166;199;9;land;1320.64;190.47
prv-001843;197;134;165;land;1355.68;189.47
prv-001844;130;244;243;land;1381.28;183.21
prv-001845;7;128;177;land;1402.02;183.13
prv-001846;228;163;200;land;1489.2;185.77
prv-001847;224;168;86;land;1518.21;194.61
prv-001848;228;14;102;land;1535.64;193.08
prv-001849;54;246;130;land;1593.0;183.0
prv-001850;45;230;198;land;1601.92;186.79
prv-001851;229;46;202;land;1715.55;184.54
prv-001852;67;93;47;land;1737.12;186.02
prv-001853;107;17;31;land;1761.37;194.21
prv-001854;121;234;199;land;1803.53;189.47
prv-001855;247;118;104;land;2014.67;183.33
prv-001856;154;209;239;land;2042.12;185.46
prv-001857;77;150;98;land;2057.8;186.31
prv-001858;114;71;76;land;2096.98;186.97
prv-001859;47;194;113;land;2142.45;182.59
prv-001860;203;220;128;land;2154.39;186.0
prv-001861;90;137;173;land;2169.79;187.46
prv-001862;156;52;70;land;2499.79;179.68
prv-001863;235;108;252;land;2524.39;182.56
prv-001864;29;165;35;land;2936.64;195.84
prv-001865;251;242;62;land;2938.0;184.0
prv-001866;213;160;143;land;2968.1;187.39
prv-001867;6;183;235;land;3024.99;182.97
prv-001868;132;20;2;land;3037.19;187.18
prv-001869;31;232;223;land;3079.76;193.3
prv-001870;152;51;202;land;3111.53;186.55
prv-001871;158;107;101;land;3158.27;187.86
prv-001872;219;226;9;land;3174.41;190.82
prv-001873;255;32;213;land;3221.28;193.54
prv-001874;162;173;112;land;3247.51;186.92
prv-001875;218;6;142;land;3263.68;192.39
prv-001876;51;203;57;land;3293.1;188.21
prv-001877;118;77;31;land;3335.04;188.59
prv-001878;244;174;228;land;3369.63;187.22
prv-001879;107;124;122;land;3404.09;191.94
prv-001880;34;183;33;land;3434.56;187.65
prv-001881;2;237;69;land;3472.33;190.91
prv-001882;132;198;94;land;3498.91;193.95
prv-001883;244;245;104;land;3521.32;195.43
prv-001884;16;45;207;land;3558.07;188.14
prv-001885;213;49;142;land;3580.97;193.5
prv-001886;87;37;154;land;3613.37;190.31
prv-001887;188;116;169;land;3654.6;188.94
prv-001888;84;130;205;land;3700.52;183.69
prv-001889;64;215;179;land;3738.09;182.51
prv-001890;248;49;160;land;3770.99;183.37
prv-001891;161;85;207;land;3787.93;186.71
prv-001892;144;87;132;land;3821.69;193.08
prv-001893;0;142;189;land;3858.54;192.66
prv-001894;190;180;95;land;3902.08;186.77
prv-001895;210;86;175;land;3925.9;193.76
prv-001896;151;180;28;land;3945.76;192.62
prv-001897;171;25;132;land;3996.28;184.24
prv-001898;75;172;38;land;4011.53;189.5
prv-001899;98;234;79;land;4046.07;186.29
prv-001900;197;54;37;land;4079.95;190.03
prv-001901;30;182;248;land;4109.08;189.96
prv-001902;217;125;123;land;4166.03;185.95
prv-001903;54;130;53;land;4196.81;191.89
prv-001904;8;172;184;land;4220.77;185.21
prv-001905;208;85;152;land;4254.16;193.15
prv-001906;109;21;121;land;4270.31;187.08
prv-001907;183;215;40;land;4303.43;187.34
prv-001908;14;68;18;land;4360.73;196.9
prv-001909;98;122;81;land;4378.4;187.67
prv-001910;210;125;212;land;4406.96;186.65
prv-001911;57;18;33;land;4428.35;192.73
prv-001912;245;164;4;land;4464.04;187.57
prv-001913;141;18;66;land;4501.03;192.16
prv-001914;205;205;153;land;4550.33;183.16
prv-001915;240;239;20;land;4580.49;188.85
prv-001916;156;192;21;land;4613.68;182.95
prv-001917;174;132;130;land;4646.07;188.92
prv-001918;62;9;141;land;4682.09;184.93
prv-001919;116;112;50;land;4701.8;188.72
prv-001920;172;253;254;land;4747.59;184.31
prv-001921;123;222;134;land;4761.56;189.23
prv-001922;161;61;91;land;4792.43;187.68
prv-001923;98;204;239;land;4836.56;183.74
prv-001924;254;125;105;land;4858.63;184.27
prv-001925;54;92;139;land;4901.58;190.1
prv-001926;135;32;214;land;4921.63;186.78
prv-001927;54;150;31;land;4959.11;194.34
prv-001928;185;195;59;land;4984.45;186.75
prv-001929;25;8;111;land;5014.48;185.73
prv-001930;73;224;194;land;5073.41;186.44
prv-001931;255;184;235;land;5098.8;187.84
prv-001932;90;86;113;land;5120.26;184.04
prv-001933;239;62;38;land;5142.72;190.47
prv-001934;27;27;125;land;5181.01;191.64
prv-001935;181;108;55;land;5232.2;191.32
prv-001936;47;85;56;land;5261.09;186.41
prv-001937;63;66;29;land;5278.12;194.68
prv-001938;218;206;226;land;5325.15;190.42
prv-001939;222;209;8;land;5361.96;183.91
prv-001940;139;117;201;land;5383.84;189.11
prv-001941;202;128;142;land;5431.96;191.94
prv-001942;120;72;88;land;5460.18;185.42
prv-001943;21;3;179;land;5476.12;194.54
prv-001944;169;80;80;land;5519.84;187.02
prv-001945;232;225;2;land;5536.7;194.11
prv-001946;94;229;137;land;5577.71;185.52
prv-001947;76;125;77;land;5604.11;190.22
prv-001948;254;9;149;land;4.62;204.09
prv-001949;250;190;211;land;249.57;205.25
prv-001950;93;190;59;land;284.27;198.43
prv-001951;240;102;231;land;321.75;201.74
prv-001952;199;225;161;land;357.4;194.75
prv-001953;211;40;154;land;380.83;196.88
prv-001954;229;226;123;land;403.8;202.64
prv-001955;146;44;237;land;439.11;190.06
prv-001956;251;25;104;land;459.21;200.92
prv-001957;173;212;180;land;491.03;200.42
prv-001958;192;21;237;land;524.12;198.87
prv-001959;139;104;88;land;556.18;197.54
prv-001960;79;230;131;land;586.0;203.88
prv-001961;115;147;198;land;624.39;199.98
prv-001962;153;37;79;land;676.0;204.04
prv-001963;47;227;97;land;705.35;201.69
prv-001964;27;158;251;land;737.83;201.51
prv-001965;128;35;149;land;772.75;200.55
prv-001966;141;150;191;land;803.43;194.79
prv-001967;174;252;186;land;817.79;198.47
prv-001968;213;225;145;land;844.34;203.28
prv-001969;14;121;10;land;881.16;201.51
prv-001970;53;144;96;land;917.22;200.07
prv-001971;242;145;236;land;952.77;199.58
prv-001972;239;194;66;land;1004.87;200.96
prv-001973;57;110;130;land;1030.53;203.82
prv-001974;253;183;170;land;1044.13;193.69
prv-001975;189;176;3;land;1078.34;208.26
prv-001976;130;205;234;land;1122.63;203.38
prv-001977;188;2;38;land;1166.78;200.75
prv-001978;206;238;15;land;1193.71;203.22
prv-001979;241;2;148;land;1213.37;196.43
prv-001980;230;71;83;land;1262.72;205.32
prv-001981;18;92;122;land;1281.95;191.67
prv-001982;122;208;10;land;1314.44;203.89
prv-001983;90;54;163;land;1336.59;198.47
prv-001984;63;50;195;land;1369.3;201.25
prv-001985;96;54;34;land;1515.72;201.43
prv-001986;213;43;71;land;1527.87;197.83
prv-001987;86;68;187;land;1576.82;202.95
prv-001988;181;175;73;land;1607.78;198.9
prv-001989;187;32;21;land;1649.64;210.84
prv-001990;140;164;194;land;1662.98;211.76
prv-001991;123;206;247;land;1719.43;194.63
prv-001992;17;39;51;land;1746.44;194.52
prv-001993;82;165;22;land;1772.55;199.05
prv-001994;163;169;216;land;1806.72;198.7
prv-001995;141;143;38;land;2042.49;195.62
prv-001996;218;187;58;land;2080.77;204.66
prv-001997;201;176;108;land;2112.11;201.6
prv-001998;137;139;75;land;2132.75;199.75
prv-001999;151;148;153;land;2144.6;203.51
prv-002000;60;147;51;land;2702.0;205.0
prv-002001;5;108;56;land;2706.74;204.83
prv-002002;216;227;36;land;2919.55;206.85
prv-002003;203;75;242;land;2960.87;204.64
prv-002004;181;163;126;land;2970.41;197.63
prv-002005;79;183;142;land;3013.97;197.34
prv-002006;39;223;162;land;3036.31;200.09
prv-002007;100;194;3;land;3063.48;202.31
prv-002008;172;229;193;land;3096.47;195.27
prv-002009;231;54;99;land;3161.62;203.98
prv-002010;196;62;193;land;3159.91;195.36
prv-002011;181;191;159;land;3204.61;198.23
prv-002012;221;60;115;land;3239.7;201.12
prv-002013;121;69;161;land;3282.87;198.65
prv-002014;97;235;189;land;3296.25;204.29
prv-002015;202;129;115;land;3320.01;204.0
prv-002016;54;247;169;land;3367.84;201.28
prv-002017;109;241;21;land;3390.33;194.33
prv-002018;78;124;35;land;3433.61;199.94
prv-002019;78;37;99;land;3458.03;194.65
prv-002020;10;119;184;land;3485.33;196.83
prv-002021;193;193;127;land;3538.48;199.83
prv-002022;180;63;191;land;3552.17;201.39
prv-002023;121;22;40;land;3597.36;197.58
prv-002024;61;173;23;land;3628.18;197.77
prv-002025;114;254;254;land;3657.53;200.63
prv-002026;218;45;6;land;3702.51;201.69
prv-002027;161;2;38;land;3728.84;202.08
prv-002028;144;99;91;land;3765.77;197.18
prv-002029;71;204;70;land;3799.76;203.16
prv-002030;15;101;15;land;3838.49;198.66
prv-002031;154;98;80;land;3872.46;193.88
prv-002032;97;132;249;land;3885.89;200.51
prv-002033;231;21;35;land;3908.21;204.65
prv-002034;117;13;82;land;3938.77;207.78
prv-002035;77;43;80;land;3971.33;205.27
prv-002036;46;249;113;land;4029.61;199.11
prv-002037;214;230;193;land;4047.54;202.26
prv-002038;243;168;81;land;4081.07;200.19
prv-002039;225;158;50;land;4128.16;204.05
prv-002040;159;176;240;land;4151.72;198.15
prv-002041;131;148;202;land;4177.37;199.43
prv-002042;181;136;181;land;4202.75;205.42
prv-002043;107;214;246;land;4234.58;197.94
prv-002044;116;116;103;land;4291.37;202.8
prv-002045;6;234;154;land;4304.07;196.95
prv-002046;64;108;85;land;4349.74;201.54
prv-002047;84;124;61;land;4376.17;201.01
prv-002048;234;199;76;land;4400.85;197.28
prv-002049;24;90;26;land;4442.18;203.06
prv-002050;91;216;178;land;4476.2;198.1
prv-002051;133;145;188;land;4522.12;201.26
prv-002052;55;96;41;land;4540.24;200.87
prv-002053;8;195;9;land;4561.08;197.79
prv-002054;174;128;103;land;4617.94;197.71
prv-002055;32;191;123;land;4629.71;204.39
prv-002056;132;216;249;land;4677.45;200.8
prv-002057;168;244;172;land;4712.51;205.7
prv-002058;144;151;111;land;4731.18;196.42
prv-002059;103;71;25;land;4755.78;208.34
prv-002060;41;251;187;land;4798.97;204.99
prv-002061;58;39;120;land;4839.42;204.27
prv-002062;231;226;163;land;4871.4;192.92
prv-002063;27;81;245;land;4895.34;199.87
prv-002064;110;166;13;land;4944.7;201.57
prv-002065;41;192;159;land;4968.69;196.49
prv-002066;234;2;240;land;4990.97;197.51
prv-002067;137;213;119;land;5019.19;198.82
prv-002068;175;203;30;land;5049.51;198.44
prv-002069;92;80;175;land;5100.82;200.6
prv-002070;145;64;17;land;5112.5;205.48
prv-002071;84;233;123;land;5157.01;202.08
prv-002072;172;73;12;land;5185.02;204.32
prv-002073;84;251;138;land;5212.82;196.2
prv-002074;62;43;227;land;5242.76;202.54
prv-002075;144;162;247;land;5285.39;208.15
prv-002076;186;34;77;land;5306.9;195.95
prv-002077;236;250;177;land;5347.57;201.15
prv-002078;173;127;47;land;5390.68;206.53
prv-002079;3;134;143;land;5409.85;198.71
prv-002080;248;27;11;land;5460.59;196.51
prv-002081;156;89;134;land;5493.98;195.02
prv-002082;2;117;11;land;5513.86;203.8
prv-002083;99;248;165;land;5555.29;194.62
prv-002084;151;221;241;land;5565.5;200.0
prv-002085;157;154;32;land;5598.36;197.18
prv-002086;96;21;243;land;6.42;214.55
prv-002087;178;106;200;land;226.0;213.0
prv-002088;46;75;203;land;240.93;214.14
prv-002089;237;26;36;land;276.95;210.51
prv-002090;129;127;203;land;314.02;212.5
prv-002091;5;44;215;land;346.6;215.53
prv-002092;238;188;109;land;366.74;212.19
prv-002093;66;247;225;land;396.26;212.14
prv-002094;203;11;132;land;441.4;207.57
prv-002095;50;229;47;land;479.34;208.45
prv-002096;252;39;255;land;504.37;206.8
prv-002097;40;26;186;land;531.93;212.99
prv-002098;66;111;27;land;567.42;208.03
prv-002099;122;147;170;land;599.96;209.17
prv-002100;254;76;209;land;624.62;214.33
prv-002101;105;27;237;land;656.28;213.46
prv-002102;4;37;129;land;694.84;211.27
prv-002103;122;243;150;land;721.74;212.69
prv-002104;180;168;170;land;768.0;219.55
prv-002105;144;238;127;land;789.87;214.32
prv-002106;69;118;120;land;839.65;215.97
prv-002107;155;90;55;land;862.74;209.28
prv-002108;246;117;53;land;879.73;215.51
prv-002109;91;58;47;land;923.39;215.13
prv-002110;192;117;38;land;950.11;215.16
prv-002111;227;171;118;land;987.87;204.84
prv-002112;111;21;164;land;1014.73;213.22
prv-002113;228;104;115;land;1059.08;218.54
prv-002114;70;203;198;land;1096.87;204.53
prv-002115;112;116;201;land;1110.0;212.78
prv-002116;28;208;3;land;1152.46;214.3
prv-002117;42;86;136;land;1198.05;219.51
prv-002118;45;81;106;land;1214.83;216.66
prv-002119;225;29;169;land;1247.58;213.93
prv-002120;239;13;131;land;1283.31;213.68
prv-002121;63;122;137;land;1307.71;221.13
prv-002122;35;168;142;land;1337.96;208.82
prv-002123;233;59;73;land;1369.5;207.5
prv-002124;76;103;160;land;1573.21;209.03
prv-002125;194;100;197;land;1611.12;209.61
prv-002126;219;101;177;land;1634.66;209.71
prv-002127;134;252;171;land;1676.95;212.02
prv-002128;176;193;31;land;1694.07;219.33
prv-002129;146;212;200;land;1770.33;204.9
prv-002130;5;238;181;land;1803.15;213.39
prv-002131;105;11;137;land;2042.0;206.5
prv-002132;231;206;2;land;2063.72;205.34
prv-002133;197;64;177;land;2100.07;207.53
prv-002134;89;178;145;land;2122.51;207.38
prv-002135;204;117;147;land;2155.1;210.66
prv-002136;250;128;246;land;2709.68;213.84
prv-002137;115;95;98;land;2891.84;210.37
prv-002138;195;94;93;land;2897.8;218.4
prv-002139;94;211;41;land;2945.74;209.22
prv-002140;148;89;46;land;2986.25;210.61
prv-002141;238;34;117;land;3026.91;212.24
prv-002142;173;12;128;land;3046.98;213.92
prv-002143;175;154;24;land;3065.38;218.65
prv-002144;156;46;238;land;3160.76;216.36
prv-002145;89;210;228;land;3179.71;210.91
prv-002146;218;29;202;land;3199.27;211.17
prv-002147;102;76;168;land;3251.67;213.36
prv-002148;104;89;72;land;3271.96;204.95
prv-002149;63;25;17;land;3301.94;216.86
prv-002150;43;223;148;land;3340.2;214.27
prv-002151;159;176;156;land;3376.23;215.34
prv-002152;135;255;109;land;3409.37;209.26
prv-002153;11;171;45;land;3443.8;212.02
prv-002154;48;127;156;land;3474.64;215.26
prv-002155;204;48;47;land;3498.83;209.42
prv-002156;89;193;15;land;3537.73;219.89
prv-002157;228;148;85;land;3566.35;209.67
prv-002158;70;220;89;land;3604.85;213.97
prv-002159;69;73;169;land;3634.76;209.87
prv-002160;107;142;224;land;3649.65;218.21
prv-002161;177;247;65;land;3694.16;211.6
prv-002162;249;97;41;land;3712.74;218.4
prv-002163;70;204;169;land;3753.06;217.17
prv-002164;191;88;54;land;3782.52;214.49
prv-002165;118;208;240;land;3816.24;212.13
prv-002166;8;78;200;land;3859.35;217.69
prv-002167;182;217;136;land;3880.19;213.08
prv-002168;74;131;250;land;3928.29;216.73
prv-002169;4;210;155;land;3953.56;210.76
prv-002170;50;111;250;land;3985.94;206.38
prv-002171;119;140;118;land;4008.93;206.34
prv-002172;55;103;154;land;4061.7;208.74
prv-002173;206;177;110;land;4074.71;211.94
prv-002174;182;238;110;land;4102.52;210.23
prv-002175;94;83;51;land;4153.75;216.34
prv-002176;24;108;187;land;4168.12;211.25
prv-002177;65;45;8;land;4226.45;211.7
prv-002178;147;62;44;land;4259.51;216.83
prv-002179;23;12;195;land;4289.86;209.79
prv-002180;216;57;63;land;4315.16;211.61
prv-002181;52;97;186;land;4335.64;204.03
prv-002182;126;192;161;land;4384.94;214.54
prv-002183;118;39;222;land;4408.26;210.83
prv-002184;228;84;229;land;4456.49;211.1
prv-002185;232;200;169;land;4475.27;214.93
prv-002186;158;94;165;land;4519.31;218.35
prv-002187;232;34;90;land;4545.66;218.51
prv-002188;36;35;155;land;4560.53;213.91
prv-002189;8;104;136;land;4599.46;203.3
prv-002190;41;146;68;land;4629.05;219.97
prv-002191;89;68;207;land;4657.9;209.19
prv-002192;9;60;167;land;4694.9;207.09
prv-002193;120;163;221;land;4735.38;210.75
prv-002194;21;120;249;land;4776.12;205.96
prv-002195;28;160;163;land;4816.21;205.94
prv-002196;31;235;199;land;4826.44;217.73
prv-002197;121;149;46;land;4863.02;210.86
prv-002198;26;251;81;land;4886.26;210.97
prv-002199;202;197;49;land;4920.49;213.78
prv-002200;6;177;241;land;4976.16;216.6
prv-002201;218;187;179;land;4989.83;213.45
prv-002202;126;181;37;land;5012.89;210.22
prv-002203;48;78;7;land;5051.72;212.34
prv-002204;148;204;24;land;5081.75;208.92
prv-002205;233;116;196;land;5127.11;207.69
prv-002206;213;160;166;land;5165.89;214.22
prv-002207;182;167;66;land;5199.26;205.89
prv-002208;36;210;86;land;5213.51;215.87
prv-002209;166;81;250;land;5255.81;210.84
prv-002210;204;196;44;land;5309.53;208.07
prv-002211;0;198;183;land;5329.99;211.46
